C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_46_647.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_46_647.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_46_647.jpg,0,0,0,15.40141
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_46_760.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_46_760.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_46_760.jpg,0,0,0,15.22609
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_46_873.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_46_873.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_46_873.jpg,0,0,0,15.04373
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_46_987.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_46_987.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_46_987.jpg,-0.15,0,0,14.37301
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_47_102.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_47_102.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_47_102.jpg,-0.45,0,0,14.13817
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_47_222.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_47_222.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_47_222.jpg,-0.7500002,0,0,13.80006
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_47_337.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_47_337.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_47_337.jpg,0,0,0,13.48031
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_47_454.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_47_454.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_47_454.jpg,0,0,0,13.36159
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_47_572.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_47_572.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_47_572.jpg,0,0,0,13.72532
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_47_687.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_47_687.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_47_687.jpg,0,0,0,13.49806
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_47_806.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_47_806.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_47_806.jpg,0,0,0,13.31655
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_47_922.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_47_922.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_47_922.jpg,0,0,0,13.2168
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_48_041.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_48_041.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_48_041.jpg,-0.3,0,0,13.00708
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_48_158.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_48_158.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_48_158.jpg,-0.6000001,2.379715E-05,0,12.89385
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_48_276.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_48_276.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_48_276.jpg,0,0,0,12.56959
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_48_395.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_48_395.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_48_395.jpg,0,0,0,12.03503
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_48_516.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_48_516.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_48_516.jpg,0,0,0,12.05308
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_48_636.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_48_636.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_48_636.jpg,0,0,0,11.76618
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_48_754.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_48_754.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_48_754.jpg,0,0,0,11.57953
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_48_873.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_48_873.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_48_873.jpg,0,0,0,11.43512
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_48_993.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_48_993.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_48_993.jpg,0,0.1837251,0,11.46971
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_49_114.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_49_114.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_49_114.jpg,0,0.5433096,0,11.85656
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_49_235.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_49_235.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_49_235.jpg,-0.3,0.5489178,0,12.76207
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_49_352.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_49_352.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_49_352.jpg,0,0.1897154,0,13.16779
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_49_473.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_49_473.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_49_473.jpg,0,0,0,13.07679
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_49_595.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_49_595.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_49_595.jpg,0,0,0,12.6089
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_49_714.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_49_714.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_49_714.jpg,0,0,0,12.73138
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_49_835.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_49_835.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_49_835.jpg,-0.35,0,0,12.25736
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_49_957.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_49_957.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_49_957.jpg,-0.6000001,0,0,12.29124
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_50_079.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_50_079.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_50_079.jpg,-0.9500002,0,0,11.68808
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_50_201.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_50_201.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_50_201.jpg,0,0,0,11.41741
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_50_322.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_50_322.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_50_322.jpg,0,0,0,11.32734
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_50_444.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_50_444.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_50_444.jpg,-0.15,0,0,11.08154
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_50_528.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_50_528.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_50_528.jpg,-0.45,0,0,11.08079
